Date,Month,Port_Name,Vessels_In_Queue,Cargo_Traffic_KMT,Waiting_Days
2025-07-19,7,Vizag Port,7,111.3,3.81
2025-07-19,7,Dhamra Port,6,105.8,3.07
2025-07-19,7,Hay Point Coal Terminal,5,118.5,3.58
2025-07-19,7,Taboneo Anchorage,8,76.4,3.62
2025-07-20,7,Haldia Dock Complex,4,138.2,4.99
2025-07-20,7,Paradip Port,8,132.0,4.56
2025-07-20,7,Vizag Port,4,97.6,3.02
2025-07-20,7,Dhamra Port,6,126.2,3.36
2025-07-20,7,Hay Point Coal Terminal,5,105.5,3.03
2025-07-20,7,Taboneo Anchorage,5,81.9,3.12
2025-07-21,7,Haldia Dock Complex,11,102.9,6.04
2025-07-21,7,Paradip Port,5,65.7,3.59
2025-07-21,7,Vizag Port,3,97.1,2.26
2025-07-21,7,Dhamra Port,4,103.1,2.85
2025-07-21,7,Hay Point Coal Terminal,5,52.2,2.85
2025-07-21,7,Taboneo Anchorage,5,64.3,2.6
2025-07-22,7,Haldia Dock Complex,3,82.4,4.66
2025-07-22,7,Paradip Port,1,112.4,2.69
2025-07-22,7,Vizag Port,4,80.2,2.82
2025-07-22,7,Dhamra Port,4,65.2,2.83
2025-07-22,7,Hay Point Coal Terminal,7,123.1,3.47
2025-07-22,7,Taboneo Anchorage,6,118.2,3.3
2025-07-23,7,Haldia Dock Complex,7,87.9,4.65
2025-07-23,7,Paradip Port,6,139.1,4.22
2025-07-23,7,Vizag Port,9,103.3,3.65
2025-07-23,7,Dhamra Port,4,82.1,2.56
2025-07-23,7,Hay Point Coal Terminal,9,73.1,3.88
2025-07-23,7,Taboneo Anchorage,2,95.6,2.28
2025-07-24,7,Haldia Dock Complex,5,93.3,4.86
2025-07-24,7,Paradip Port,5,130.7,3.65
2025-07-24,7,Vizag Port,9,67.1,3.32
2025-07-24,7,Dhamra Port,5,64.5,2.66
2025-07-24,7,Hay Point Coal Terminal,5,110.3,3.32
2025-07-24,7,Taboneo Anchorage,4,102.2,3.03
2025-07-25,7,Haldia Dock Complex,8,134.1,5.31
2025-07-25,7,Paradip Port,7,87.4,3.74
2025-07-25,7,Vizag Port,10,112.5,3.97
2025-07-25,7,Dhamra Port,6,86.9,3.46
2025-07-25,7,Hay Point Coal Terminal,8,139.8,3.4
2025-07-25,7,Taboneo Anchorage,3,78.4,2.41
2025-07-26,7,Haldia Dock Complex,11,110.0,5.59
2025-07-26,7,Paradip Port,10,130.4,4.56
2025-07-26,7,Vizag Port,6,53.1,2.92
2025-07-26,7,Dhamra Port,7,106.0,3.74
2025-07-26,7,Hay Point Coal Terminal,10,58.8,3.78
2025-07-26,7,Taboneo Anchorage,5,138.4,3.2
2025-07-27,7,Haldia Dock Complex,4,100.2,4.69
2025-07-27,7,Paradip Port,7,142.3,4.21
2025-07-27,7,Vizag Port,5,123.4,3.27
2025-07-27,7,Dhamra Port,7,143.6,3.47
2025-07-27,7,Hay Point Coal Terminal,4,88.2,2.7
2025-07-27,7,Taboneo Anchorage,4,59.4,2.8
2025-07-28,7,Haldia Dock Complex,6,143.5,5.47
2025-07-28,7,Paradip Port,6,122.7,3.82
2025-07-28,7,Vizag Port,9,115.8,3.44
2025-07-28,7,Dhamra Port,3,77.6,2.53
2025-07-28,7,Hay Point Coal Terminal,3,101.3,2.62
2025-07-28,7,Taboneo Anchorage,7,76.6,2.9
2025-07-29,7,Haldia Dock Complex,4,109.0,4.78
2025-07-29,7,Paradip Port,5,49.3,3.66
2025-07-29,7,Vizag Port,9,85.8,3.34
2025-07-29,7,Dhamra Port,7,100.5,3.38
2025-07-29,7,Hay Point Coal Terminal,3,74.3,2.54
2025-07-29,7,Taboneo Anchorage,5,142.2,3.24
2025-07-30,7,Haldia Dock Complex,5,138.1,5.28
2025-07-30,7,Paradip Port,4,62.3,3.41
2025-07-30,7,Vizag Port,5,76.8,3.17
2025-07-30,7,Dhamra Port,7,132.8,3.85
2025-07-30,7,Hay Point Coal Terminal,4,53.4,2.39
2025-07-30,7,Taboneo Anchorage,3,56.6,2.65
2025-07-31,7,Haldia Dock Complex,3,77.5,4.5
2025-07-31,7,Paradip Port,7,120.9,4.39
2025-07-31,7,Vizag Port,6,92.6,3.31
2025-07-31,7,Dhamra Port,11,89.6,3.73
2025-07-31,7,Hay Point Coal Terminal,9,86.6,3.47
2025-07-31,7,Taboneo Anchorage,7,119.9,3.84
2025-08-01,8,Haldia Dock Complex,10,90.9,5.5
2025-08-01,8,Paradip Port,0,51.8,2.59
2025-08-01,8,Vizag Port,11,80.8,3.74
2025-08-01,8,Dhamra Port,8,131.5,3.7
2025-08-01,8,Hay Point Coal Terminal,5,115.8,3.57
2025-08-01,8,Taboneo Anchorage,2,78.9,2.61
2025-08-02,8,Haldia Dock Complex,9,117.7,5.47
2025-08-02,8,Paradip Port,10,66.4,4.09
2025-08-02,8,Vizag Port,7,125.3,3.86
2025-08-02,8,Dhamra Port,8,51.5,3.1
2025-08-02,8,Hay Point Coal Terminal,3,101.1,2.73
2025-08-02,8,Taboneo Anchorage,6,55.2,3.32
2025-08-03,8,Haldia Dock Complex,4,121.8,4.83
2025-08-03,8,Paradip Port,2,128.1,3.21
2025-08-03,8,Vizag Port,2,129.0,2.64
2025-08-03,8,Dhamra Port,4,78.3,2.48
2025-08-03,8,Hay Point Coal Terminal,6,105.7,3.02
2025-08-03,8,Taboneo Anchorage,7,94.6,3.52
2025-08-04,8,Haldia Dock Complex,8,49.5,5.03
2025-08-04,8,Paradip Port,5,103.8,3.75
2025-08-04,8,Vizag Port,8,135.2,3.83
2025-08-04,8,Dhamra Port,6,79.3,3.32
2025-08-04,8,Hay Point Coal Terminal,4,67.5,2.66
2025-08-04,8,Taboneo Anchorage,2,90.8,2.85
2025-08-05,8,Haldia Dock Complex,7,137.8,5.12
2025-08-05,8,Paradip Port,9,85.2,4.46
2025-08-05,8,Vizag Port,10,139.0,3.86
2025-08-05,8,Dhamra Port,6,76.8,2.87
2025-08-05,8,Hay Point Coal Terminal,4,104.0,3.26
2025-08-05,8,Taboneo Anchorage,4,114.4,3.17
2025-08-06,8,Haldia Dock Complex,5,135.4,5.15
2025-08-06,8,Paradip Port,9,54.6,4.35
2025-08-06,8,Vizag Port,6,141.3,3.03
2025-08-06,8,Dhamra Port,5,122.9,3.19
2025-08-06,8,Hay Point Coal Terminal,5,142.9,3.0
2025-08-06,8,Taboneo Anchorage,5,117.2,3.12
2025-08-07,8,Haldia Dock Complex,2,50.1,4.05
2025-08-07,8,Paradip Port,5,121.1,3.83
2025-08-07,8,Vizag Port,12,74.8,3.64
2025-08-07,8,Dhamra Port,5,62.8,2.99
2025-08-07,8,Hay Point Coal Terminal,4,77.1,2.95
2025-08-07,8,Taboneo Anchorage,4,63.5,2.35
2025-08-08,8,Haldia Dock Complex,3,91.2,4.72
2025-08-08,8,Paradip Port,8,105.9,4.31
2025-08-08,8,Vizag Port,8,84.9,3.25
2025-08-08,8,Dhamra Port,8,73.0,2.98
2025-08-08,8,Hay Point Coal Terminal,3,140.8,3.17
2025-08-08,8,Taboneo Anchorage,6,92.0,3.2
2025-08-09,8,Haldia Dock Complex,10,98.5,5.37
2025-08-09,8,Paradip Port,2,85.1,3.31
2025-08-09,8,Vizag Port,5,141.6,2.99
2025-08-09,8,Dhamra Port,7,54.2,2.7
2025-08-09,8,Hay Point Coal Terminal,4,129.0,2.75
2025-08-09,8,Taboneo Anchorage,3,81.4,2.62
2025-08-10,8,Haldia Dock Complex,5,87.5,4.59
2025-08-10,8,Paradip Port,6,78.4,3.83
2025-08-10,8,Vizag Port,8,115.4,3.57
2025-08-10,8,Dhamra Port,10,111.6,3.84
2025-08-10,8,Hay Point Coal Terminal,7,103.6,3.4
2025-08-10,8,Taboneo Anchorage,4,77.8,2.98
2025-08-11,8,Haldia Dock Complex,5,137.1,5.12
2025-08-11,8,Paradip Port,7,110.1,4.14
2025-08-11,8,Vizag Port,4,89.8,2.93
2025-08-11,8,Dhamra Port,4,62.0,2.35
2025-08-11,8,Hay Point Coal Terminal,8,58.8,3.21
2025-08-11,8,Taboneo Anchorage,8,80.7,3.28
2025-08-12,8,Haldia Dock Complex,4,114.9,4.93
2025-08-12,8,Paradip Port,7,142.3,4.26
2025-08-12,8,Vizag Port,6,53.3,2.75
2025-08-12,8,Dhamra Port,6,93.9,2.67
2025-08-12,8,Hay Point Coal Terminal,6,110.9,3.28
2025-08-12,8,Taboneo Anchorage,7,88.4,3.2
2025-08-13,8,Haldia Dock Complex,5,135.5,5.14
2025-08-13,8,Paradip Port,5,120.6,3.89
2025-08-13,8,Vizag Port,4,104.4,2.94
2025-08-13,8,Dhamra Port,5,118.6,3.02
2025-08-13,8,Hay Point Coal Terminal,6,60.5,3.17
2025-08-13,8,Taboneo Anchorage,8,128.1,3.72
2025-08-14,8,Haldia Dock Complex,5,140.0,5.07
2025-08-14,8,Paradip Port,4,135.8,3.59
2025-08-14,8,Vizag Port,5,110.0,2.98
2025-08-14,8,Dhamra Port,8,82.0,3.32
2025-08-14,8,Hay Point Coal Terminal,6,135.1,3.51
2025-08-14,8,Taboneo Anchorage,4,61.8,2.7
2025-08-15,8,Haldia Dock Complex,4,109.8,4.65
2025-08-15,8,Paradip Port,6,91.7,3.97
2025-08-15,8,Vizag Port,12,122.9,4.17
2025-08-15,8,Dhamra Port,10,54.5,3.73
2025-08-15,8,Hay Point Coal Terminal,6,84.0,2.92
2025-08-15,8,Taboneo Anchorage,6,135.3,3.45
2025-08-16,8,Haldia Dock Complex,10,141.8,5.69
2025-08-16,8,Paradip Port,6,88.0,3.68
2025-08-16,8,Vizag Port,5,59.6,2.99
2025-08-16,8,Dhamra Port,8,82.7,3.44
2025-08-16,8,Hay Point Coal Terminal,11,61.9,3.69
2025-08-16,8,Taboneo Anchorage,8,121.2,3.7
2025-08-17,8,Haldia Dock Complex,1,49.9,3.77
2025-08-17,8,Paradip Port,2,116.9,3.74
2025-08-17,8,Vizag Port,6,108.3,3.18
2025-08-17,8,Dhamra Port,7,143.6,3.81
2025-08-17,8,Hay Point Coal Terminal,9,92.5,3.67
2025-08-17,8,Taboneo Anchorage,7,107.8,3.35
2025-08-18,8,Haldia Dock Complex,7,97.7,4.89
2025-08-18,8,Paradip Port,5,116.9,3.93
2025-08-18,8,Vizag Port,6,142.8,3.71
2025-08-18,8,Dhamra Port,5,49.9,2.66
2025-08-18,8,Hay Point Coal Terminal,4,113.3,2.91
2025-08-18,8,Taboneo Anchorage,4,77.7,2.84
2025-08-19,8,Haldia Dock Complex,10,137.9,5.89
2025-08-19,8,Paradip Port,5,62.4,3.57
2025-08-19,8,Vizag Port,5,61.7,2.87
2025-08-19,8,Dhamra Port,5,95.9,2.97
2025-08-19,8,Hay Point Coal Terminal,5,110.2,3.13
2025-08-19,8,Taboneo Anchorage,5,72.3,2.89
2025-08-20,8,Haldia Dock Complex,9,88.1,5.51
2025-08-20,8,Paradip Port,4,123.7,3.54
2025-08-20,8,Vizag Port,6,105.0,3.18
2025-08-20,8,Dhamra Port,7,139.2,3.34
2025-08-20,8,Hay Point Coal Terminal,9,95.2,3.33
2025-08-20,8,Taboneo Anchorage,6,64.2,3.1
2025-08-21,8,Haldia Dock Complex,3,100.2,4.14
2025-08-21,8,Paradip Port,7,116.1,4.18
2025-08-21,8,Vizag Port,3,102.1,2.89
2025-08-21,8,Dhamra Port,5,78.6,2.78
2025-08-21,8,Hay Point Coal Terminal,4,66.8,2.87
2025-08-21,8,Taboneo Anchorage,7,58.9,3.1
2025-08-22,8,Haldia Dock Complex,3,96.9,4.37
2025-08-22,8,Paradip Port,5,57.8,3.35
2025-08-22,8,Vizag Port,8,64.1,2.8
2025-08-22,8,Dhamra Port,5,66.0,3.39
2025-08-22,8,Hay Point Coal Terminal,3,128.3,2.8
2025-08-22,8,Taboneo Anchorage,6,61.6,2.84
2025-08-23,8,Haldia Dock Complex,2,128.3,5.16
2025-08-23,8,Paradip Port,5,59.2,3.72
2025-08-23,8,Vizag Port,5,62.0,3.06
2025-08-23,8,Dhamra Port,7,115.5,3.7
2025-08-23,8,Hay Point Coal Terminal,6,86.6,3.13
2025-08-23,8,Taboneo Anchorage,5,83.2,2.83
2025-08-24,8,Haldia Dock Complex,5,58.2,4.46
2025-08-24,8,Paradip Port,10,131.2,4.62
2025-08-24,8,Vizag Port,7,124.6,3.38
2025-08-24,8,Dhamra Port,3,86.4,2.73
2025-08-24,8,Hay Point Coal Terminal,7,141.6,3.56
2025-08-24,8,Taboneo Anchorage,6,100.7,3.45
2025-08-25,8,Haldia Dock Complex,8,116.5,5.45
2025-08-25,8,Paradip Port,8,132.6,3.99
2025-08-25,8,Vizag Port,5,94.6,2.91
2025-08-25,8,Dhamra Port,8,74.6,3.63
2025-08-25,8,Hay Point Coal Terminal,6,100.4,3.07
2025-08-25,8,Taboneo Anchorage,4,51.6,2.61
2025-08-26,8,Haldia Dock Complex,6,92.2,4.76
2025-08-26,8,Paradip Port,7,116.1,3.86
2025-08-26,8,Vizag Port,2,102.6,2.19
2025-08-26,8,Dhamra Port,5,91.7,3.42
2025-08-26,8,Hay Point Coal Terminal,9,51.8,3.56
2025-08-26,8,Taboneo Anchorage,5,92.1,3.12
2025-08-27,8,Haldia Dock Complex,6,120.0,5.1
2025-08-27,8,Paradip Port,7,133.3,3.76
2025-08-27,8,Vizag Port,4,81.8,2.75
2025-08-27,8,Dhamra Port,8,73.2,3.58
2025-08-27,8,Hay Point Coal Terminal,9,122.4,4.11
2025-08-27,8,Taboneo Anchorage,3,50.0,2.91
2025-08-28,8,Haldia Dock Complex,6,101.0,4.64
2025-08-28,8,Paradip Port,4,81.3,3.27
2025-08-28,8,Vizag Port,5,99.7,3.19
2025-08-28,8,Dhamra Port,8,104.9,3.76
2025-08-28,8,Hay Point Coal Terminal,3,95.2,2.7
2025-08-28,8,Taboneo Anchorage,7,83.7,3.37
2025-08-29,8,Haldia Dock Complex,3,55.7,4.27
2025-08-29,8,Paradip Port,6,123.2,3.91
2025-08-29,8,Vizag Port,8,68.3,3.23
2025-08-29,8,Dhamra Port,2,128.2,2.85
2025-08-29,8,Hay Point Coal Terminal,5,55.2,2.99
2025-08-29,8,Taboneo Anchorage,8,101.7,3.27
2025-08-30,8,Haldia Dock Complex,6,121.1,4.93
2025-08-30,8,Paradip Port,5,103.4,3.95
2025-08-30,8,Vizag Port,6,48.6,2.99
2025-08-30,8,Dhamra Port,8,87.4,3.35
2025-08-30,8,Hay Point Coal Terminal,4,77.0,2.99
2025-08-30,8,Taboneo Anchorage,6,105.3,3.16
2025-08-31,8,Haldia Dock Complex,4,99.5,4.66
2025-08-31,8,Paradip Port,4,117.9,3.67
2025-08-31,8,Vizag Port,5,94.6,3.29
2025-08-31,8,Dhamra Port,6,111.9,3.29
2025-08-31,8,Hay Point Coal Terminal,6,120.6,3.3
2025-08-31,8,Taboneo Anchorage,9,65.1,3.77
2025-09-01,9,Haldia Dock Complex,4,76.4,4.26
2025-09-01,9,Paradip Port,7,81.2,4.26
2025-09-01,9,Vizag Port,3,130.4,2.64
2025-09-01,9,Dhamra Port,7,83.8,3.41
2025-09-01,9,Hay Point Coal Terminal,4,113.0,3.02
2025-09-01,9,Taboneo Anchorage,8,92.1,3.73
2025-09-02,9,Haldia Dock Complex,10,56.6,5.08
2025-09-02,9,Paradip Port,6,80.4,3.63
2025-09-02,9,Vizag Port,6,63.5,3.15
2025-09-02,9,Dhamra Port,1,138.1,2.66
2025-09-02,9,Hay Point Coal Terminal,7,143.3,3.24
2025-09-02,9,Taboneo Anchorage,3,91.2,2.57
2025-09-03,9,Haldia Dock Complex,6,75.4,4.81
2025-09-03,9,Paradip Port,5,118.7,3.9
2025-09-03,9,Vizag Port,5,78.3,3.06
2025-09-03,9,Dhamra Port,9,140.3,3.93
2025-09-03,9,Hay Point Coal Terminal,3,58.6,2.51
2025-09-03,9,Taboneo Anchorage,7,49.2,2.8
2025-09-04,9,Haldia Dock Complex,8,141.6,5.4
2025-09-04,9,Paradip Port,6,134.8,4.08
2025-09-04,9,Vizag Port,6,59.6,2.93
2025-09-04,9,Dhamra Port,7,79.4,2.99
2025-09-04,9,Hay Point Coal Terminal,7,99.1,3.17
2025-09-04,9,Taboneo Anchorage,6,130.2,3.04
2025-09-05,9,Haldia Dock Complex,6,78.9,5.03
2025-09-05,9,Paradip Port,5,134.5,3.81
2025-09-05,9,Vizag Port,5,78.7,2.65
2025-09-05,9,Dhamra Port,3,53.0,2.43
2025-09-05,9,Hay Point Coal Terminal,7,76.0,3.15
2025-09-05,9,Taboneo Anchorage,5,102.3,2.84
2025-09-06,9,Haldia Dock Complex,6,57.0,4.58
2025-09-06,9,Paradip Port,9,102.4,4.22
2025-09-06,9,Vizag Port,4,120.3,2.48
2025-09-06,9,Dhamra Port,2,99.9,2.34
2025-09-06,9,Hay Point Coal Terminal,8,128.9,3.93
2025-09-06,9,Taboneo Anchorage,4,100.5,2.66
2025-09-07,9,Haldia Dock Complex,5,99.5,4.75
2025-09-07,9,Paradip Port,3,138.9,3.71
2025-09-07,9,Vizag Port,5,135.5,3.47
2025-09-07,9,Dhamra Port,4,84.2,2.52
2025-09-07,9,Hay Point Coal Terminal,1,71.2,2.17
2025-09-07,9,Taboneo Anchorage,6,82.2,2.95
2025-09-08,9,Haldia Dock Complex,9,62.6,5.02
2025-09-08,9,Paradip Port,9,110.0,4.49
2025-09-08,9,Vizag Port,4,67.7,2.95
2025-09-08,9,Dhamra Port,8,138.6,3.69
2025-09-08,9,Hay Point Coal Terminal,5,95.8,2.96
2025-09-08,9,Taboneo Anchorage,5,103.1,2.99
2025-09-09,9,Haldia Dock Complex,8,110.8,5.05
2025-09-09,9,Paradip Port,4,82.2,3.6
2025-09-09,9,Vizag Port,5,67.3,2.91
2025-09-09,9,Dhamra Port,2,71.5,2.55
2025-09-09,9,Hay Point Coal Terminal,9,114.5,3.89
2025-09-09,9,Taboneo Anchorage,5,74.7,2.95
2025-09-10,9,Haldia Dock Complex,6,118.9,5.16
2025-09-10,9,Paradip Port,5,137.6,4.03
2025-09-10,9,Vizag Port,8,74.0,3.38
2025-09-10,9,Dhamra Port,8,130.5,3.92
2025-09-10,9,Hay Point Coal Terminal,7,93.7,3.32
2025-09-10,9,Taboneo Anchorage,8,106.1,3.23
2025-09-11,9,Haldia Dock Complex,6,121.6,4.92
2025-09-11,9,Paradip Port,5,84.8,3.51
2025-09-11,9,Vizag Port,5,106.7,3.43
2025-09-11,9,Dhamra Port,9,139.0,3.95
2025-09-11,9,Hay Point Coal Terminal,2,52.4,1.96
2025-09-11,9,Taboneo Anchorage,9,52.5,3.52
2025-09-12,9,Haldia Dock Complex,10,52.2,5.27
2025-09-12,9,Paradip Port,3,125.4,3.82
2025-09-12,9,Vizag Port,4,78.8,2.81
2025-09-12,9,Dhamra Port,4,120.8,3.07
2025-09-12,9,Hay Point Coal Terminal,4,68.0,3.36
2025-09-12,9,Taboneo Anchorage,5,95.3,3.08
2025-09-13,9,Haldia Dock Complex,6,89.3,5.06
2025-09-13,9,Paradip Port,5,140.8,3.79
2025-09-13,9,Vizag Port,5,110.9,3.23
2025-09-13,9,Dhamra Port,5,68.6,2.88
2025-09-13,9,Hay Point Coal Terminal,8,52.8,3.43
2025-09-13,9,Taboneo Anchorage,8,115.8,3.32
2025-09-14,9,Haldia Dock Complex,5,121.0,5.01
2025-09-14,9,Paradip Port,8,134.5,4.22
2025-09-14,9,Vizag Port,5,98.6,3.35
2025-09-14,9,Dhamra Port,6,57.1,2.64
2025-09-14,9,Hay Point Coal Terminal,4,125.8,2.68
2025-09-14,9,Taboneo Anchorage,4,54.3,2.73
2025-09-15,9,Haldia Dock Complex,7,105.3,4.88
2025-09-15,9,Paradip Port,6,116.6,3.46
2025-09-15,9,Vizag Port,6,77.7,3.34
2025-09-15,9,Dhamra Port,4,134.1,3.32
2025-09-15,9,Hay Point Coal Terminal,3,109.4,2.52
2025-09-15,9,Taboneo Anchorage,6,73.7,3.31
2025-09-16,9,Haldia Dock Complex,8,135.7,5.2
2025-09-16,9,Paradip Port,6,131.6,3.67
2025-09-16,9,Vizag Port,4,131.7,2.66
2025-09-16,9,Dhamra Port,7,125.5,3.34
2025-09-16,9,Hay Point Coal Terminal,5,55.0,2.75
2025-09-16,9,Taboneo Anchorage,7,79.4,3.34
2025-09-17,9,Haldia Dock Complex,5,106.5,4.77
2025-09-17,9,Paradip Port,4,101.8,3.68
2025-09-17,9,Vizag Port,7,59.5,3.15
2025-09-17,9,Dhamra Port,7,104.7,3.06
2025-09-17,9,Hay Point Coal Terminal,4,127.6,3.09
2025-09-17,9,Taboneo Anchorage,7,125.8,3.5
2025-09-18,9,Haldia Dock Complex,7,126.8,5.26
2025-09-18,9,Paradip Port,3,64.2,3.1
2025-09-18,9,Vizag Port,6,59.5,3.4
2025-09-18,9,Dhamra Port,4,128.6,3.12
2025-09-18,9,Hay Point Coal Terminal,5,143.8,3.46
2025-09-18,9,Taboneo Anchorage,6,80.3,2.86
2025-09-19,9,Haldia Dock Complex,5,91.0,5.03
2025-09-19,9,Paradip Port,11,94.9,4.36
2025-09-19,9,Vizag Port,5,107.8,2.7
2025-09-19,9,Dhamra Port,5,78.7,2.83
2025-09-19,9,Hay Point Coal Terminal,3,126.0,3.04
2025-09-19,9,Taboneo Anchorage,7,82.3,3.43
2025-09-20,9,Haldia Dock Complex,10,119.9,6.16
2025-09-20,9,Paradip Port,5,128.4,3.91
2025-09-20,9,Vizag Port,7,81.0,3.4
2025-09-20,9,Dhamra Port,2,101.2,2.86
2025-09-20,9,Hay Point Coal Terminal,5,90.9,3.06
2025-09-20,9,Taboneo Anchorage,3,134.7,2.92
2025-09-21,9,Haldia Dock Complex,5,61.5,4.7
2025-09-21,9,Paradip Port,5,118.7,3.6
2025-09-21,9,Vizag Port,6,63.2,2.86
2025-09-21,9,Dhamra Port,7,56.4,3.21
2025-09-21,9,Hay Point Coal Terminal,6,117.0,3.66
2025-09-21,9,Taboneo Anchorage,3,80.7,2.66
2025-09-22,9,Haldia Dock Complex,6,138.7,4.77
2025-09-22,9,Paradip Port,4,89.2,3.42
2025-09-22,9,Vizag Port,2,137.9,2.69
2025-09-22,9,Dhamra Port,2,142.7,2.69
2025-09-22,9,Hay Point Coal Terminal,4,72.7,2.47
2025-09-22,9,Taboneo Anchorage,9,130.2,3.73
2025-09-23,9,Haldia Dock Complex,5,67.8,5.14
2025-09-23,9,Paradip Port,6,126.8,3.75
2025-09-23,9,Vizag Port,4,77.1,2.98
2025-09-23,9,Dhamra Port,5,66.9,3.02
2025-09-23,9,Hay Point Coal Terminal,2,108.2,2.53
2025-09-23,9,Taboneo Anchorage,3,138.3,2.72
2025-09-24,9,Haldia Dock Complex,6,53.2,5.2
2025-09-24,9,Paradip Port,5,86.4,3.21
2025-09-24,9,Vizag Port,8,133.0,3.38
2025-09-24,9,Dhamra Port,4,124.4,3.1
2025-09-24,9,Hay Point Coal Terminal,5,48.2,2.95
2025-09-24,9,Taboneo Anchorage,5,55.6,2.6
2025-09-25,9,Haldia Dock Complex,10,59.7,5.93
2025-09-25,9,Paradip Port,6,61.5,3.67
2025-09-25,9,Vizag Port,7,133.8,3.93
2025-09-25,9,Dhamra Port,4,60.4,2.77
2025-09-25,9,Hay Point Coal Terminal,3,51.1,2.69
2025-09-25,9,Taboneo Anchorage,10,68.3,3.6
2025-09-26,9,Haldia Dock Complex,9,74.3,5.18
2025-09-26,9,Paradip Port,4,117.1,3.52
2025-09-26,9,Vizag Port,6,114.6,3.69
2025-09-26,9,Dhamra Port,10,70.1,3.49
2025-09-26,9,Hay Point Coal Terminal,7,58.5,3.12
2025-09-26,9,Taboneo Anchorage,6,115.7,3.3
2025-09-27,9,Haldia Dock Complex,3,131.5,4.9
2025-09-27,9,Paradip Port,6,139.1,4.12
2025-09-27,9,Vizag Port,2,94.2,2.45
2025-09-27,9,Dhamra Port,9,94.7,3.23
2025-09-27,9,Hay Point Coal Terminal,3,113.6,2.9
2025-09-27,9,Taboneo Anchorage,9,66.3,3.51
2025-09-28,9,Haldia Dock Complex,7,67.1,5.33
2025-09-28,9,Paradip Port,8,64.5,3.92
2025-09-28,9,Vizag Port,5,48.0,2.72
2025-09-28,9,Dhamra Port,8,75.6,3.48
2025-09-28,9,Hay Point Coal Terminal,5,77.2,2.89
2025-09-28,9,Taboneo Anchorage,6,116.4,3.39
2025-09-29,9,Haldia Dock Complex,7,82.9,5.09
2025-09-29,9,Paradip Port,7,70.7,3.74
2025-09-29,9,Vizag Port,3,62.7,2.41
2025-09-29,9,Dhamra Port,7,84.3,3.18
2025-09-29,9,Hay Point Coal Terminal,4,66.4,2.86
2025-09-29,9,Taboneo Anchorage,4,77.3,2.76
2025-09-30,9,Haldia Dock Complex,3,101.5,4.58
2025-09-30,9,Paradip Port,6,134.2,3.49
2025-09-30,9,Vizag Port,6,91.4,3.24
2025-09-30,9,Dhamra Port,6,113.0,3.53
2025-09-30,9,Hay Point Coal Terminal,3,68.7,2.75
2025-09-30,9,Taboneo Anchorage,5,130.5,3.24
2025-10-01,10,Haldia Dock Complex,7,142.2,6.07
2025-10-01,10,Paradip Port,4,110.2,3.54
2025-10-01,10,Vizag Port,5,159.4,3.5
2025-10-01,10,Dhamra Port,4,109.1,3.33
2025-10-01,10,Hay Point Coal Terminal,8,143.5,3.81
2025-10-01,10,Taboneo Anchorage,4,90.5,3.24
2025-10-02,10,Haldia Dock Complex,4,119.4,4.93
2025-10-02,10,Paradip Port,8,143.1,4.45
2025-10-02,10,Vizag Port,12,138.8,4.56
2025-10-02,10,Dhamra Port,6,123.8,3.8
2025-10-02,10,Hay Point Coal Terminal,6,111.3,3.42
2025-10-02,10,Taboneo Anchorage,7,70.9,3.48
2025-10-03,10,Haldia Dock Complex,6,116.2,5.64
2025-10-03,10,Paradip Port,8,119.4,3.96
2025-10-03,10,Vizag Port,12,103.1,4.35
2025-10-03,10,Dhamra Port,6,137.7,3.29
2025-10-03,10,Hay Point Coal Terminal,6,68.1,3.12
2025-10-03,10,Taboneo Anchorage,5,147.1,3.44
2025-10-04,10,Haldia Dock Complex,5,83.2,5.34
2025-10-04,10,Paradip Port,8,129.0,4.32
2025-10-04,10,Vizag Port,9,140.8,4.25
2025-10-04,10,Dhamra Port,2,84.4,2.21
2025-10-04,10,Hay Point Coal Terminal,8,80.8,3.82
2025-10-04,10,Taboneo Anchorage,5,104.6,3.45
2025-10-05,10,Haldia Dock Complex,8,84.3,5.83
2025-10-05,10,Paradip Port,9,145.4,4.81
2025-10-05,10,Vizag Port,5,102.0,3.42
2025-10-05,10,Dhamra Port,6,68.7,3.48
2025-10-05,10,Hay Point Coal Terminal,12,152.8,4.64
2025-10-05,10,Taboneo Anchorage,7,150.9,3.69
2025-10-06,10,Haldia Dock Complex,10,83.0,5.77
2025-10-06,10,Paradip Port,5,104.1,4.07
2025-10-06,10,Vizag Port,6,97.5,3.46
2025-10-06,10,Dhamra Port,9,98.1,3.95
2025-10-06,10,Hay Point Coal Terminal,8,156.6,4.25
2025-10-06,10,Taboneo Anchorage,4,128.2,3.27
2025-10-07,10,Haldia Dock Complex,4,141.4,5.32
2025-10-07,10,Paradip Port,8,63.8,4.5
2025-10-07,10,Vizag Port,6,102.5,3.15
2025-10-07,10,Dhamra Port,4,107.8,3.2
2025-10-07,10,Hay Point Coal Terminal,7,107.7,3.44
2025-10-07,10,Taboneo Anchorage,3,141.3,3.1
2025-10-08,10,Haldia Dock Complex,5,78.1,5.13
2025-10-08,10,Paradip Port,3,119.4,3.49
2025-10-08,10,Vizag Port,10,108.3,4.1
2025-10-08,10,Dhamra Port,12,96.0,4.25
2025-10-08,10,Hay Point Coal Terminal,6,134.3,3.54
