Date,Month,Corridor,Wave_Height_m,Wind_Speed_knots,Sea_Pressure_hPa,Delay_Days,Storm_Risk
2025-10-04,10,Indonesia to East Coast India,3.98,27.3,1001.9,3.64,Cyclone_Warning
2025-10-04,10,Australia to East Coast India,2.46,31.7,1006.8,3.17,Cyclone_Warning
2025-10-05,10,Indonesia to East Coast India,3.61,20.9,1008.0,3.17,Cyclone_Warning
2025-10-05,10,Australia to East Coast India,3.08,23.4,1010.2,2.96,Cyclone_Warning
2025-10-06,10,Indonesia to East Coast India,2.98,29.3,1003.0,2.98,Cyclone_Warning
2025-10-06,10,Australia to East Coast India,2.86,39.3,1001.6,3.64,Cyclone_Warning
2025-10-07,10,Indonesia to East Coast India,3.44,25.2,1008.8,2.9,Cyclone_Warning
2025-10-07,10,Australia to East Coast India,2.16,21.7,1005.3,2.57,Cyclone_Warning
2025-10-08,10,Indonesia to East Coast India,2.74,36.2,1004.0,3.54,Cyclone_Warning
2025-10-08,10,Australia to East Coast India,3.55,21.7,1000.3,2.83,Cyclone_Warning
2025-10-09,10,Indonesia to East Coast India,2.08,34.2,1007.3,3.34,Cyclone_Warning
2025-10-09,10,Australia to East Coast India,3.77,30.9,1010.2,3.54,Cyclone_Warning
2025-10-10,10,Indonesia to East Coast India,2.45,20.5,1001.8,2.69,Cyclone_Warning
2025-10-10,10,Australia to East Coast India,4.06,18.9,999.7,3.04,Cyclone_Warning
2025-10-11,10,Indonesia to East Coast India,2.99,38.5,1002.4,3.47,Cyclone_Warning
2025-10-11,10,Australia to East Coast India,2.33,39.7,1011.5,3.4,Cyclone_Warning
2025-10-12,10,Indonesia to East Coast India,2.01,38.9,1006.9,3.23,Cyclone_Warning
2025-10-12,10,Australia to East Coast India,3.13,28.8,1007.3,3.46,Cyclone_Warning
2025-10-13,10,Indonesia to East Coast India,2.31,18.7,1002.3,2.37,Cyclone_Warning
2025-10-13,10,Australia to East Coast India,3.48,39.3,999.3,3.92,Cyclone_Warning
2025-10-14,10,Indonesia to East Coast India,3.48,27.8,1010.2,3.44,Cyclone_Warning
2025-10-14,10,Australia to East Coast India,3.84,38.8,1007.6,3.71,Cyclone_Warning
2025-10-15,10,Indonesia to East Coast India,3.09,31.6,1010.2,3.26,Cyclone_Warning
2025-10-15,10,Australia to East Coast India,4.05,33.2,1007.5,3.76,Cyclone_Warning
2025-10-16,10,Indonesia to East Coast India,2.47,32.5,1003.5,3.01,Cyclone_Warning
2025-10-16,10,Australia to East Coast India,3.45,40.0,998.7,3.87,Cyclone_Warning
2025-10-17,10,Indonesia to East Coast India,4.15,27.0,1010.2,3.6,Cyclone_Warning
2025-10-17,10,Australia to East Coast India,3.62,37.3,1003.7,4.05,Cyclone_Warning
2025-10-18,10,Indonesia to East Coast India,2.72,32.7,1009.3,3.4,Cyclone_Warning
2025-10-18,10,Australia to East Coast India,2.96,36.0,999.7,3.6,Cyclone_Warning
2025-10-19,10,Indonesia to East Coast India,3.2,18.1,1002.5,2.59,Cyclone_Warning
2025-10-19,10,Australia to East Coast India,3.53,26.5,1004.3,2.97,Cyclone_Warning
2025-10-20,10,Indonesia to East Coast India,2.52,26.2,1001.2,2.97,Cyclone_Warning
2025-10-20,10,Australia to East Coast India,3.47,31.6,1004.5,3.34,Cyclone_Warning
2025-10-21,10,Indonesia to East Coast India,2.84,37.0,1005.3,3.38,Cyclone_Warning
2025-10-21,10,Australia to East Coast India,2.75,26.4,1003.6,3.01,Cyclone_Warning
2025-10-22,10,Indonesia to East Coast India,3.28,29.7,1006.5,3.47,Cyclone_Warning
2025-10-22,10,Australia to East Coast India,3.58,39.0,998.3,3.93,Cyclone_Warning
2025-10-23,10,Indonesia to East Coast India,2.43,18.2,1007.1,2.53,Cyclone_Warning
2025-10-23,10,Australia to East Coast India,4.04,19.3,1011.1,3.27,Cyclone_Warning
2025-10-24,10,Indonesia to East Coast India,2.77,20.2,1004.8,2.61,Cyclone_Warning
2025-10-24,10,Australia to East Coast India,2.68,35.7,1005.5,3.17,Cyclone_Warning
2025-10-25,10,Indonesia to East Coast India,2.68,31.4,1008.0,3.08,Cyclone_Warning
2025-10-25,10,Australia to East Coast India,2.27,22.0,1007.5,2.36,Cyclone_Warning
2025-10-26,10,Indonesia to East Coast India,2.4,29.6,1007.9,3.05,Cyclone_Warning
2025-10-26,10,Australia to East Coast India,2.56,39.2,1004.8,3.28,Cyclone_Warning
2025-10-27,10,Indonesia to East Coast India,3.77,30.1,998.6,3.62,Cyclone_Warning
2025-10-27,10,Australia to East Coast India,3.32,36.0,1010.4,3.63,Cyclone_Warning
2025-10-28,10,Indonesia to East Coast India,2.5,22.7,1006.6,3.01,Cyclone_Warning
2025-10-28,10,Australia to East Coast India,3.98,25.8,1001.3,3.36,Cyclone_Warning
2025-10-29,10,Indonesia to East Coast India,3.72,24.0,1009.5,3.63,Cyclone_Warning
2025-10-29,10,Australia to East Coast India,2.21,31.7,1004.3,2.88,Cyclone_Warning
2025-10-30,10,Indonesia to East Coast India,3.29,21.7,1008.3,2.95,Cyclone_Warning
2025-10-30,10,Australia to East Coast India,2.21,18.5,1007.0,2.61,Cyclone_Warning
2025-10-31,10,Indonesia to East Coast India,3.34,30.0,1001.2,3.66,Cyclone_Warning
2025-10-31,10,Australia to East Coast India,3.09,39.7,999.9,3.33,Cyclone_Warning
2025-11-01,11,Indonesia to East Coast India,3.53,26.9,1004.0,3.51,Cyclone_Warning
2025-11-01,11,Australia to East Coast India,4.18,20.8,999.5,3.52,Cyclone_Warning
2025-11-02,11,Indonesia to East Coast India,3.59,30.7,1001.8,3.27,Cyclone_Warning
2025-11-02,11,Australia to East Coast India,2.78,19.5,1005.3,2.61,Cyclone_Warning
2025-11-03,11,Indonesia to East Coast India,2.15,35.6,1001.3,3.38,Cyclone_Warning
2025-11-03,11,Australia to East Coast India,3.43,29.7,1002.5,3.41,Cyclone_Warning
2025-11-04,11,Indonesia to East Coast India,2.73,32.7,1011.9,3.4,Cyclone_Warning
2025-11-04,11,Australia to East Coast India,3.61,28.2,998.8,3.78,Cyclone_Warning
2025-11-05,11,Indonesia to East Coast India,3.24,39.1,1000.5,3.5,Cyclone_Warning
2025-11-05,11,Australia to East Coast India,3.18,20.1,1004.3,3.04,Cyclone_Warning
2025-11-06,11,Indonesia to East Coast India,3.66,25.6,1007.3,3.2,Cyclone_Warning
2025-11-06,11,Australia to East Coast India,2.34,39.8,1011.0,3.13,Cyclone_Warning
2025-11-07,11,Indonesia to East Coast India,3.19,36.5,1005.3,3.43,Cyclone_Warning
2025-11-07,11,Australia to East Coast India,3.66,20.8,1009.6,3.16,Cyclone_Warning
2025-11-08,11,Indonesia to East Coast India,3.72,33.6,998.5,3.43,Cyclone_Warning
2025-11-08,11,Australia to East Coast India,2.79,19.9,1011.1,2.6,Cyclone_Warning
2025-11-09,11,Indonesia to East Coast India,3.22,24.7,1003.6,3.55,Cyclone_Warning
2025-11-09,11,Australia to East Coast India,3.13,38.2,1005.0,3.4,Cyclone_Warning
2025-11-10,11,Indonesia to East Coast India,4.18,36.7,1000.9,3.85,Cyclone_Warning
2025-11-10,11,Australia to East Coast India,3.93,37.1,1009.3,4.09,Cyclone_Warning
2025-11-11,11,Indonesia to East Coast India,3.74,24.7,999.1,3.06,Cyclone_Warning
2025-11-11,11,Australia to East Coast India,3.53,25.6,1011.7,3.19,Cyclone_Warning
2025-11-12,11,Indonesia to East Coast India,3.41,36.1,999.9,4.13,Cyclone_Warning
2025-11-12,11,Australia to East Coast India,3.68,21.8,1005.0,3.1,Cyclone_Warning
2025-11-13,11,Indonesia to East Coast India,2.88,21.2,1003.1,2.96,Cyclone_Warning
2025-11-13,11,Australia to East Coast India,2.95,24.9,1005.1,3.04,Cyclone_Warning
2025-11-14,11,Indonesia to East Coast India,2.97,20.3,1007.0,2.96,Cyclone_Warning
2025-11-14,11,Australia to East Coast India,3.43,21.3,998.9,2.8,Cyclone_Warning
2025-11-15,11,Indonesia to East Coast India,3.72,28.1,998.8,3.31,Cyclone_Warning
2025-11-15,11,Australia to East Coast India,2.27,24.7,999.4,2.7,Cyclone_Warning
2025-11-16,11,Indonesia to East Coast India,3.52,19.4,1005.1,2.7,Cyclone_Warning
2025-11-16,11,Australia to East Coast India,3.37,29.6,1004.0,3.55,Cyclone_Warning
2025-11-17,11,Indonesia to East Coast India,2.29,37.5,1004.3,3.2,Cyclone_Warning
2025-11-17,11,Australia to East Coast India,2.91,36.2,1008.3,3.23,Cyclone_Warning
2025-11-18,11,Indonesia to East Coast India,3.69,18.2,1003.8,2.94,Cyclone_Warning
2025-11-18,11,Australia to East Coast India,2.57,34.7,999.9,3.29,Cyclone_Warning
2025-11-19,11,Indonesia to East Coast India,3.18,22.7,998.2,2.82,Cyclone_Warning
2025-11-19,11,Australia to East Coast India,3.21,28.0,1009.8,3.24,Cyclone_Warning
2025-11-20,11,Indonesia to East Coast India,2.22,28.7,1000.1,3.16,Cyclone_Warning
2025-11-20,11,Australia to East Coast India,3.05,26.3,1003.5,2.94,Cyclone_Warning
2025-11-21,11,Indonesia to East Coast India,3.01,35.3,1010.5,3.69,Cyclone_Warning
2025-11-21,11,Australia to East Coast India,2.96,23.6,1009.8,2.76,Cyclone_Warning
2025-11-22,11,Indonesia to East Coast India,2.08,37.8,1004.5,3.53,Cyclone_Warning
2025-11-22,11,Australia to East Coast India,3.97,32.0,1006.6,3.91,Cyclone_Warning
2025-11-23,11,Indonesia to East Coast India,2.15,29.4,1000.1,2.95,Cyclone_Warning
2025-11-23,11,Australia to East Coast India,3.5,18.9,999.2,3.32,Cyclone_Warning
2025-11-24,11,Indonesia to East Coast India,3.58,19.6,999.0,2.87,Cyclone_Warning
2025-11-24,11,Australia to East Coast India,2.65,25.7,1008.8,3.22,Cyclone_Warning
2025-11-25,11,Indonesia to East Coast India,3.46,22.1,1000.4,3.15,Cyclone_Warning
2025-11-25,11,Australia to East Coast India,3.68,23.8,998.3,3.1,Cyclone_Warning
2025-11-26,11,Indonesia to East Coast India,2.18,39.3,1002.1,3.46,Cyclone_Warning
2025-11-26,11,Australia to East Coast India,2.84,22.5,999.7,3.16,Cyclone_Warning
2025-11-27,11,Indonesia to East Coast India,3.35,35.0,1007.0,3.46,Cyclone_Warning
2025-11-27,11,Australia to East Coast India,4.13,35.6,1002.1,3.88,Cyclone_Warning
2025-11-28,11,Indonesia to East Coast India,4.16,31.2,1006.2,3.85,Cyclone_Warning
2025-11-28,11,Australia to East Coast India,3.44,20.8,1002.7,3.16,Cyclone_Warning
2025-11-29,11,Indonesia to East Coast India,4.04,22.9,1003.2,2.98,Cyclone_Warning
2025-11-29,11,Australia to East Coast India,3.35,38.7,1001.4,3.33,Cyclone_Warning
2025-11-30,11,Indonesia to East Coast India,2.27,22.3,1010.4,2.42,Cyclone_Warning
2025-11-30,11,Australia to East Coast India,3.8,37.0,1009.9,3.99,Cyclone_Warning
2025-12-01,12,Indonesia to East Coast India,4.02,23.5,1008.6,3.59,Cyclone_Warning
2025-12-01,12,Australia to East Coast India,3.6,35.1,1007.2,3.64,Cyclone_Warning
2025-12-02,12,Indonesia to East Coast India,2.39,30.0,1011.8,3.02,Cyclone_Warning
2025-12-02,12,Australia to East Coast India,3.6,36.0,1001.0,3.68,Cyclone_Warning
2025-12-03,12,Indonesia to East Coast India,3.11,36.5,1008.3,4.01,Cyclone_Warning
2025-12-03,12,Australia to East Coast India,3.12,24.5,1005.9,3.29,Cyclone_Warning
2025-12-04,12,Indonesia to East Coast India,3.52,37.2,1006.9,3.59,Cyclone_Warning
2025-12-04,12,Australia to East Coast India,3.02,18.2,1001.5,2.88,Cyclone_Warning
2025-12-05,12,Indonesia to East Coast India,3.6,39.8,999.4,4.11,Cyclone_Warning
2025-12-05,12,Australia to East Coast India,2.45,30.2,1008.3,2.98,Cyclone_Warning
2025-12-06,12,Indonesia to East Coast India,3.36,22.1,1003.0,3.12,Cyclone_Warning
2025-12-06,12,Australia to East Coast India,2.01,34.7,998.5,3.38,Cyclone_Warning
2025-12-07,12,Indonesia to East Coast India,3.64,22.5,1011.4,2.88,Cyclone_Warning
2025-12-07,12,Australia to East Coast India,2.33,24.7,1010.3,2.58,Cyclone_Warning
2025-12-08,12,Indonesia to East Coast India,4.19,26.1,1004.3,3.63,Cyclone_Warning
2025-12-08,12,Australia to East Coast India,3.3,26.6,1003.8,3.29,Cyclone_Warning
2025-12-09,12,Indonesia to East Coast India,3.53,18.1,1006.7,3.19,Cyclone_Warning
2025-12-09,12,Australia to East Coast India,2.2,30.9,1004.7,2.89,Cyclone_Warning
2025-12-10,12,Indonesia to East Coast India,3.41,19.4,1006.1,3.34,Cyclone_Warning
2025-12-10,12,Australia to East Coast India,3.33,32.9,1009.3,3.86,Cyclone_Warning
2025-12-11,12,Indonesia to East Coast India,2.59,36.2,1005.0,3.58,Cyclone_Warning
2025-12-11,12,Australia to East Coast India,3.56,35.3,1005.2,3.53,Cyclone_Warning
2025-12-12,12,Indonesia to East Coast India,2.97,21.2,1002.6,2.72,Cyclone_Warning
2025-12-12,12,Australia to East Coast India,2.49,31.2,1008.3,3.09,Cyclone_Warning
2025-12-13,12,Indonesia to East Coast India,4.2,38.5,1007.0,4.38,Cyclone_Warning
2025-12-13,12,Australia to East Coast India,3.73,20.6,1003.7,2.91,Cyclone_Warning
2025-12-14,12,Indonesia to East Coast India,3.85,26.4,1006.0,3.15,Cyclone_Warning
2025-12-14,12,Australia to East Coast India,2.8,25.4,998.4,3.06,Cyclone_Warning
2025-12-15,12,Indonesia to East Coast India,2.05,36.3,1001.8,2.79,Cyclone_Warning
2025-12-15,12,Australia to East Coast India,4.07,23.7,1004.0,3.41,Cyclone_Warning
2025-12-16,12,Indonesia to East Coast India,3.92,36.5,1000.6,3.79,Cyclone_Warning
2025-12-16,12,Australia to East Coast India,3.06,20.9,999.1,3.19,Cyclone_Warning
2025-12-17,12,Indonesia to East Coast India,3.6,28.9,1004.1,3.6,Cyclone_Warning
2025-12-17,12,Australia to East Coast India,2.35,31.4,999.9,3.23,Cyclone_Warning
2025-12-18,12,Indonesia to East Coast India,3.65,32.5,1011.4,3.38,Cyclone_Warning
2025-12-18,12,Australia to East Coast India,2.54,37.9,1001.5,3.23,Cyclone_Warning
2025-12-19,12,Indonesia to East Coast India,2.6,34.7,1004.3,3.19,Cyclone_Warning
2025-12-19,12,Australia to East Coast India,2.14,37.9,999.9,3.26,Cyclone_Warning
2025-12-20,12,Indonesia to East Coast India,3.17,27.0,1002.9,3.24,Cyclone_Warning
2025-12-20,12,Australia to East Coast India,3.23,38.6,998.7,3.69,Cyclone_Warning
2025-12-21,12,Indonesia to East Coast India,2.92,23.7,1008.2,2.75,Cyclone_Warning
2025-12-21,12,Australia to East Coast India,3.24,28.2,1011.6,3.38,Cyclone_Warning
2025-12-22,12,Indonesia to East Coast India,3.34,25.7,999.6,3.11,Cyclone_Warning
2025-12-22,12,Australia to East Coast India,2.55,36.7,1005.9,3.25,Cyclone_Warning
2025-12-23,12,Indonesia to East Coast India,3.15,20.5,1010.0,2.86,Cyclone_Warning
2025-12-23,12,Australia to East Coast India,3.56,30.0,999.1,3.47,Cyclone_Warning
2025-12-24,12,Indonesia to East Coast India,3.01,28.7,1000.3,3.11,Cyclone_Warning
2025-12-24,12,Australia to East Coast India,2.91,32.3,1005.6,3.71,Cyclone_Warning
2025-12-25,12,Indonesia to East Coast India,2.14,29.3,1009.3,2.79,Cyclone_Warning
2025-12-25,12,Australia to East Coast India,3.73,22.4,1001.6,3.19,Cyclone_Warning
2025-12-26,12,Indonesia to East Coast India,2.36,25.3,1008.6,2.55,Cyclone_Warning
2025-12-26,12,Australia to East Coast India,3.93,37.4,1010.2,3.89,Cyclone_Warning
2025-12-27,12,Indonesia to East Coast India,2.53,27.9,1011.8,2.99,Cyclone_Warning
2025-12-27,12,Australia to East Coast India,4.0,29.9,1005.0,3.45,Cyclone_Warning
2025-12-28,12,Indonesia to East Coast India,2.23,32.4,1009.5,3.34,Cyclone_Warning
2025-12-28,12,Australia to East Coast India,4.12,22.5,1005.3,3.23,Cyclone_Warning
2025-12-29,12,Indonesia to East Coast India,2.63,35.4,1006.1,3.58,Cyclone_Warning
2025-12-29,12,Australia to East Coast India,2.87,38.1,1005.5,3.64,Cyclone_Warning
2025-12-30,12,Indonesia to East Coast India,2.35,33.3,1009.1,3.32,Cyclone_Warning
2025-12-30,12,Australia to East Coast India,3.99,24.1,1011.8,3.28,Cyclone_Warning
2025-12-31,12,Indonesia to East Coast India,2.31,22.4,1000.6,2.77,Cyclone_Warning
2025-12-31,12,Australia to East Coast India,2.33,27.7,1006.6,3.08,Cyclone_Warning
2026-01-01,1,Indonesia to East Coast India,0.61,16.8,1020.0,0.0,Clear
2026-01-01,1,Australia to East Coast India,1.04,17.8,1018.7,0.01,Clear
2026-01-02,1,Indonesia to East Coast India,1.33,9.7,1020.8,0.0,Clear
2026-01-02,1,Australia to East Coast India,0.52,13.6,1017.3,0.0,Clear
2026-01-03,1,Indonesia to East Coast India,1.44,16.9,1012.8,0.01,Clear
2026-01-03,1,Australia to East Coast India,1.62,16.2,1017.4,0.18,Clear
2026-01-04,1,Indonesia to East Coast India,1.42,11.1,1016.7,0.07,Clear
2026-01-04,1,Australia to East Coast India,0.97,12.9,1020.3,0.12,Clear
2026-01-05,1,Indonesia to East Coast India,0.94,9.7,1019.1,0.0,Clear
2026-01-05,1,Australia to East Coast India,0.95,12.5,1019.5,0.0,Clear
2026-01-06,1,Indonesia to East Coast India,1.35,14.2,1015.5,0.06,Clear
2026-01-06,1,Australia to East Coast India,1.77,14.3,1013.3,0.28,Clear
2026-01-07,1,Indonesia to East Coast India,1.38,11.3,1018.9,0.04,Clear
2026-01-07,1,Australia to East Coast India,1.59,10.8,1018.4,0.17,Clear
2026-01-08,1,Indonesia to East Coast India,1.4,13.1,1015.1,0.18,Clear
2026-01-08,1,Australia to East Coast India,1.72,16.7,1019.7,0.01,Clear
2026-01-09,1,Indonesia to East Coast India,1.52,14.6,1014.6,0.13,Clear
2026-01-09,1,Australia to East Coast India,1.23,9.1,1016.5,0.11,Clear
2026-01-10,1,Indonesia to East Coast India,1.1,16.6,1017.5,0.04,Clear
2026-01-10,1,Australia to East Coast India,0.64,12.2,1012.4,0.0,Clear
2026-01-11,1,Indonesia to East Coast India,1.46,17.2,1014.8,0.05,Clear
2026-01-11,1,Australia to East Coast India,1.68,15.5,1020.0,0.21,Clear
2026-01-12,1,Indonesia to East Coast India,0.52,17.6,1019.3,0.0,Clear
2026-01-12,1,Australia to East Coast India,0.87,16.7,1013.1,0.0,Clear
2026-01-13,1,Indonesia to East Coast India,1.41,13.4,1013.0,0.0,Clear
2026-01-13,1,Australia to East Coast India,1.28,11.0,1015.0,0.03,Clear
2026-01-14,1,Indonesia to East Coast India,1.47,8.5,1021.0,0.14,Clear
2026-01-14,1,Australia to East Coast India,1.27,16.9,1013.9,0.14,Clear
2026-01-15,1,Indonesia to East Coast India,0.6,10.4,1019.9,0.0,Clear
2026-01-15,1,Australia to East Coast India,1.79,16.6,1017.2,0.11,Clear
2026-01-16,1,Indonesia to East Coast India,0.58,16.3,1018.0,0.0,Clear
2026-01-16,1,Australia to East Coast India,1.58,16.8,1017.7,0.18,Clear
2026-01-17,1,Indonesia to East Coast India,1.17,12.3,1015.2,0.18,Clear
2026-01-17,1,Australia to East Coast India,1.28,16.9,1016.4,0.02,Clear
2026-01-18,1,Indonesia to East Coast India,1.29,14.3,1017.9,0.0,Clear
2026-01-18,1,Australia to East Coast India,1.17,9.0,1015.8,0.11,Clear
2026-01-19,1,Indonesia to East Coast India,1.13,14.5,1021.5,0.17,Clear
2026-01-19,1,Australia to East Coast India,1.16,14.3,1012.7,0.09,Clear
2026-01-20,1,Indonesia to East Coast India,0.83,11.6,1016.7,0.0,Clear
2026-01-20,1,Australia to East Coast India,0.75,14.1,1014.8,0.0,Clear
2026-01-21,1,Indonesia to East Coast India,0.77,13.2,1012.1,0.06,Clear
2026-01-21,1,Australia to East Coast India,1.24,13.1,1014.9,0.0,Clear
2026-01-22,1,Indonesia to East Coast India,1.71,12.0,1012.9,0.05,Clear
2026-01-22,1,Australia to East Coast India,0.95,13.1,1020.7,0.02,Clear
2026-01-23,1,Indonesia to East Coast India,1.14,15.0,1021.9,0.0,Clear
2026-01-23,1,Australia to East Coast India,1.01,12.2,1016.1,0.0,Clear
2026-01-24,1,Indonesia to East Coast India,1.68,15.1,1018.1,0.23,Clear
2026-01-24,1,Australia to East Coast India,1.74,16.2,1012.0,0.09,Clear
2026-01-25,1,Indonesia to East Coast India,1.33,8.5,1014.6,0.08,Clear
2026-01-25,1,Australia to East Coast India,1.39,9.1,1015.8,0.02,Clear
2026-01-26,1,Indonesia to East Coast India,1.09,11.7,1013.2,0.17,Clear
2026-01-26,1,Australia to East Coast India,0.59,8.8,1015.5,0.0,Clear
2026-01-27,1,Indonesia to East Coast India,1.72,14.7,1018.8,0.26,Clear
2026-01-27,1,Australia to East Coast India,0.51,14.4,1021.1,0.0,Clear
2026-01-28,1,Indonesia to East Coast India,1.3,16.7,1019.2,0.07,Clear
2026-01-28,1,Australia to East Coast India,0.68,8.1,1016.2,0.0,Clear
2026-01-29,1,Indonesia to East Coast India,0.88,12.9,1017.8,0.0,Clear
2026-01-29,1,Australia to East Coast India,1.45,14.5,1020.5,0.16,Clear
2026-01-30,1,Indonesia to East Coast India,1.4,12.3,1018.7,0.0,Clear
2026-01-30,1,Australia to East Coast India,1.53,12.5,1020.0,0.0,Clear
2026-01-31,1,Indonesia to East Coast India,1.57,16.6,1021.2,0.0,Clear
2026-01-31,1,Australia to East Coast India,1.26,11.7,1018.0,0.0,Clear
2026-02-01,2,Indonesia to East Coast India,1.42,14.9,1015.7,0.06,Clear
2026-02-01,2,Australia to East Coast India,0.69,16.9,1015.5,0.0,Clear
2026-02-02,2,Indonesia to East Coast India,0.7,8.3,1018.5,0.0,Clear
2026-02-02,2,Australia to East Coast India,0.59,12.1,1015.1,0.04,Clear
2026-02-03,2,Indonesia to East Coast India,1.38,14.1,1015.6,0.27,Clear
2026-02-03,2,Australia to East Coast India,0.68,12.9,1012.3,0.0,Clear
2026-02-04,2,Indonesia to East Coast India,1.16,17.6,1015.8,0.0,Clear
2026-02-04,2,Australia to East Coast India,0.53,15.6,1016.6,0.0,Clear
2026-02-05,2,Indonesia to East Coast India,0.88,17.0,1013.2,0.0,Clear
2026-02-05,2,Australia to East Coast India,1.65,14.0,1020.3,0.15,Clear
2026-02-06,2,Indonesia to East Coast India,1.78,10.9,1021.6,0.0,Clear
2026-02-06,2,Australia to East Coast India,0.94,13.4,1013.5,0.0,Clear
2026-02-07,2,Indonesia to East Coast India,1.22,13.4,1019.6,0.02,Clear
2026-02-07,2,Australia to East Coast India,0.89,10.6,1013.9,0.1,Clear
2026-02-08,2,Indonesia to East Coast India,0.57,11.4,1014.7,0.0,Clear
2026-02-08,2,Australia to East Coast India,0.95,13.8,1013.4,0.04,Clear
2026-02-09,2,Indonesia to East Coast India,1.08,14.3,1016.9,0.04,Clear
2026-02-09,2,Australia to East Coast India,1.24,14.2,1014.0,0.14,Clear
2026-02-10,2,Indonesia to East Coast India,1.01,8.4,1016.8,0.0,Clear
2026-02-10,2,Australia to East Coast India,1.75,17.1,1019.2,0.17,Clear
2026-02-11,2,Indonesia to East Coast India,1.19,16.7,1013.3,0.0,Clear
2026-02-11,2,Australia to East Coast India,1.53,10.8,1020.8,0.13,Clear
2026-02-12,2,Indonesia to East Coast India,1.73,9.5,1016.6,0.14,Clear
2026-02-12,2,Australia to East Coast India,1.62,13.9,1015.8,0.16,Clear
2026-02-13,2,Indonesia to East Coast India,0.87,10.0,1019.6,0.0,Clear
2026-02-13,2,Australia to East Coast India,1.14,13.8,1020.7,0.0,Clear
2026-02-14,2,Indonesia to East Coast India,1.77,12.1,1020.3,0.2,Clear
2026-02-14,2,Australia to East Coast India,1.74,10.0,1013.1,0.3,Clear
2026-02-15,2,Indonesia to East Coast India,1.61,12.4,1020.5,0.11,Clear
2026-02-15,2,Australia to East Coast India,1.16,14.3,1021.3,0.13,Clear
2026-02-16,2,Indonesia to East Coast India,0.52,12.8,1018.9,0.0,Clear
2026-02-16,2,Australia to East Coast India,0.67,11.0,1015.6,0.05,Clear
2026-02-17,2,Indonesia to East Coast India,1.55,10.8,1014.1,0.06,Clear
2026-02-17,2,Australia to East Coast India,0.52,15.4,1020.3,0.0,Clear
2026-02-18,2,Indonesia to East Coast India,1.46,9.4,1019.5,0.16,Clear
2026-02-18,2,Australia to East Coast India,1.5,16.5,1018.1,0.22,Clear
2026-02-19,2,Indonesia to East Coast India,0.62,12.9,1012.8,0.0,Clear
2026-02-19,2,Australia to East Coast India,0.59,11.5,1013.1,0.0,Clear
2026-02-20,2,Indonesia to East Coast India,1.55,17.5,1012.7,0.11,Clear
2026-02-20,2,Australia to East Coast India,0.89,8.8,1017.0,0.04,Clear
2026-02-21,2,Indonesia to East Coast India,1.53,15.1,1012.5,0.09,Clear
2026-02-21,2,Australia to East Coast India,0.88,10.3,1014.8,0.0,Clear
2026-02-22,2,Indonesia to East Coast India,1.54,17.3,1016.1,0.08,Clear
2026-02-22,2,Australia to East Coast India,1.12,10.3,1018.4,0.09,Clear
2026-02-23,2,Indonesia to East Coast India,1.77,14.0,1015.6,0.07,Clear
2026-02-23,2,Australia to East Coast India,1.66,13.0,1016.5,0.16,Clear
2026-02-24,2,Indonesia to East Coast India,1.26,14.2,1012.7,0.0,Clear
2026-02-24,2,Australia to East Coast India,1.43,16.2,1020.0,0.16,Clear
2026-02-25,2,Indonesia to East Coast India,1.22,13.2,1013.4,0.0,Clear
2026-02-25,2,Australia to East Coast India,1.15,10.8,1013.3,0.12,Clear
2026-02-26,2,Indonesia to East Coast India,1.32,8.5,1019.5,0.0,Clear
2026-02-26,2,Australia to East Coast India,0.86,15.1,1012.6,0.0,Clear
2026-02-27,2,Indonesia to East Coast India,1.59,8.0,1014.5,0.03,Clear
2026-02-27,2,Australia to East Coast India,0.63,11.6,1014.7,0.04,Clear
2026-02-28,2,Indonesia to East Coast India,1.6,11.1,1019.9,0.1,Clear
2026-02-28,2,Australia to East Coast India,1.68,11.8,1021.6,0.23,Clear
2026-03-01,3,Indonesia to East Coast India,0.62,14.9,1016.9,0.08,Clear
2026-03-01,3,Australia to East Coast India,1.42,8.0,1013.7,0.0,Clear
2026-03-02,3,Indonesia to East Coast India,1.43,14.7,1021.7,0.0,Clear
2026-03-02,3,Australia to East Coast India,0.64,15.8,1018.4,0.03,Clear
2026-03-03,3,Indonesia to East Coast India,0.56,11.6,1021.6,0.0,Clear
2026-03-03,3,Australia to East Coast India,1.1,10.1,1015.7,0.02,Clear
2026-03-04,3,Indonesia to East Coast India,0.98,8.5,1019.7,0.12,Clear
2026-03-04,3,Australia to East Coast India,1.61,10.1,1018.6,0.09,Clear
2026-03-05,3,Indonesia to East Coast India,1.11,16.8,1014.2,0.12,Clear
2026-03-05,3,Australia to East Coast India,0.88,9.4,1018.5,0.14,Clear
2026-03-06,3,Indonesia to East Coast India,1.46,11.2,1018.4,0.25,Clear
2026-03-06,3,Australia to East Coast India,0.76,16.9,1014.9,0.0,Clear
2026-03-07,3,Indonesia to East Coast India,0.98,8.6,1013.1,0.0,Clear
2026-03-07,3,Australia to East Coast India,1.59,8.1,1015.8,0.13,Clear
2026-03-08,3,Indonesia to East Coast India,0.94,8.2,1013.2,0.0,Clear
2026-03-08,3,Australia to East Coast India,1.03,13.3,1018.0,0.0,Clear
2026-03-09,3,Indonesia to East Coast India,0.51,12.6,1021.6,0.1,Clear
2026-03-09,3,Australia to East Coast India,0.91,15.7,1019.7,0.0,Clear
